26625	30314	0.00167022192266	6.022354981692041e-07
30314	26625	0.00167022192266	6.022354981692041e-07
30314	22532	0.00153255493262	6.022354981692041e-07
30314	26630	0.00117422674261	6.022354981692041e-07
30314	30728	0.0017494905724	6.022354981692041e-07
30314	26633	0.00115260671322	6.022354981692041e-07
30314	24589	0.00180562266573	6.022354981692041e-07
30314	62478	0.00118057876793	6.022354981692041e-07
30314	17642	0.00140590752484	6.022354981692041e-07
30314	18776	0.00124480695513	6.022354981692041e-07
30314	59412	0.00147103716298	6.022354981692041e-07
30314	47449	0.00162654789175	6.022354981692041e-07
30314	61778	0.00138840938246	6.022354981692041e-07
30314	61778	0.00164079858267	6.022354981692041e-07
30314	51226	0.00140363221499	6.022354981692041e-07
30314	51226	0.00136434040642	6.022354981692041e-07
30314	12975	0.00156344762602	6.022354981692041e-07
30314	9139	0.00132161259921	6.022354981692041e-07
30314	15390	0.00162504920257	6.022354981692041e-07
30314	27680	0.00185033272655	6.022354981692041e-07
30314	50883	0.00125755249605	6.022354981692041e-07
30314	38953	0.00137637368458	6.022354981692041e-07
30314	8235	0.00187319220332	6.022354981692041e-07
30314	63532	0.00180476408297	6.022354981692041e-07
30314	44158	0.00144034455731	6.022354981692041e-07
30314	51246	0.00116066641784	6.022354981692041e-07
30314	23599	0.00178864947531	6.022354981692041e-07
30314	7176	0.00139969852601	6.022354981692041e-07
30314	52275	0.00161356044427	6.022354981692041e-07
30314	26676	0.00123399432977	6.022354981692041e-07
30314	26676	0.00187525124204	6.022354981692041e-07
30314	21342	0.00130972557267	6.022354981692041e-07
30314	21558	0.0017724616092	6.022354981692041e-07
30314	4153	0.00154088560506	6.022354981692041e-07
30314	4154	0.00139098451638	6.022354981692041e-07
30314	1083	0.00162214294707	6.022354981692041e-07
30314	34876	0.00130319044855	6.022354981692041e-07
30314	16067	0.00115160301454	6.022354981692041e-07
30314	47170	0.00156066887948	6.022354981692041e-07
30314	55819	0.00172039622838	6.022354981692041e-07
30314	55819	0.00162173948765	6.022354981692041e-07
30314	52292	0.00168386902196	6.022354981692041e-07
30314	19526	0.00126181125892	6.022354981692041e-07
30314	17483	0.00122424093719	6.022354981692041e-07
